close,epoch,high,low,open
1550.79,2025-04-18 18:14:00,1552.51,1549.98,1551.47
1551.01,2025-04-18 18:15:00,1553.55,1549.77,1549.77
1551.91,2025-04-18 18:16:00,1552.7,1548.81,1550.8
1553.74,2025-04-18 18:17:00,1554.85,1550.66,1551.88
1553.01,2025-04-18 18:18:00,1554.8,1551.97,1553.7
1555.89,2025-04-18 18:19:00,1555.92,1553.13,1553.13
1557.05,2025-04-18 18:20:00,1559.24,1556.04,1556.04
1557.13,2025-04-18 18:21:00,1558.35,1555.96,1557.35
1555.21,2025-04-18 18:22:00,1556.96,1554.44,1556.96
1553.65,2025-04-18 18:23:00,1555.16,1553.39,1554.51
1553.18,2025-04-18 18:24:00,1553.64,1551.96,1553.49
1549.45,2025-04-18 18:25:00,1552.5,1549.28,1552.01
1549.13,2025-04-18 18:26:00,1549.44,1547.32,1548.87
1548.49,2025-04-18 18:27:00,1550.13,1548.07,1549.34
1545.83,2025-04-18 18:28:00,1548.8,1545.83,1548.4
1544.84,2025-04-18 18:29:00,1546.65,1543.6,1545.85
1542.73,2025-04-18 18:30:00,1545.38,1542.73,1545.14
1535.67,2025-04-18 18:31:00,1544.17,1535.67,1544.04
1535.76,2025-04-18 18:32:00,1536.06,1534.15,1535.64
1532.36,2025-04-18 18:33:00,1536.31,1531.95,1536.31
1534.44,2025-04-18 18:34:00,1535.18,1532.04,1532.04
1535.65,2025-04-18 18:35:00,1535.74,1534.18,1535.15
1532.99,2025-04-18 18:36:00,1535.08,1532.99,1534.64
1530.28,2025-04-18 18:37:00,1533.67,1530.08,1532.83
1531.04,2025-04-18 18:38:00,1531.87,1530.45,1530.49
1532.43,2025-04-18 18:39:00,1532.43,1529.0,1531.08
1534.04,2025-04-18 18:40:00,1536.02,1533.23,1533.39
1534.17,2025-04-18 18:41:00,1535.82,1533.81,1534.47
1532.44,2025-04-18 18:42:00,1534.22,1531.59,1534.05
1529.74,2025-04-18 18:43:00,1532.72,1529.67,1532.41
1532.7,2025-04-18 18:44:00,1532.73,1529.4,1529.66
1530.48,2025-04-18 18:45:00,1533.96,1529.78,1532.8
1528.3,2025-04-18 18:46:00,1530.6,1527.4,1530.44
1525.93,2025-04-18 18:47:00,1529.53,1525.93,1528.24
1527.48,2025-04-18 18:48:00,1528.63,1525.55,1526.33
1529.79,2025-04-18 18:49:00,1529.79,1525.3,1526.74
1531.15,2025-04-18 18:50:00,1531.15,1528.33,1529.48
1527.21,2025-04-18 18:51:00,1530.78,1527.21,1530.78
1529.68,2025-04-18 18:52:00,1530.2,1527.34,1527.34
1529.66,2025-04-18 18:53:00,1530.3,1527.88,1529.67
1531.74,2025-04-18 18:54:00,1532.71,1530.34,1530.34
1531.85,2025-04-18 18:55:00,1534.62,1531.36,1532.09
1528.81,2025-04-18 18:56:00,1531.41,1528.27,1531.09
1528.26,2025-04-18 18:57:00,1528.85,1526.86,1528.85
1529.58,2025-04-18 18:58:00,1532.06,1528.76,1528.76
1528.5,2025-04-18 18:59:00,1529.84,1525.94,1529.49
1526.91,2025-04-18 19:00:00,1529.66,1526.91,1528.35
1527.69,2025-04-18 19:01:00,1527.78,1525.69,1526.37
1529.04,2025-04-18 19:02:00,1529.53,1527.04,1528.31
1526.92,2025-04-18 19:03:00,1528.58,1526.92,1528.46
1524.94,2025-04-18 19:04:00,1527.58,1524.94,1526.39
1523.87,2025-04-18 19:05:00,1525.07,1523.35,1524.46
1525.02,2025-04-18 19:06:00,1525.19,1522.03,1523.29
1525.3,2025-04-18 19:07:00,1525.55,1524.15,1524.66
1524.64,2025-04-18 19:08:00,1526.7,1524.07,1525.54
1522.85,2025-04-18 19:09:00,1524.03,1522.32,1523.98
1522.49,2025-04-18 19:10:00,1522.62,1520.45,1522.1
1522.01,2025-04-18 19:11:00,1523.5,1522.01,1522.34
1524.63,2025-04-18 19:12:00,1524.63,1520.54,1522.1
1522.33,2025-04-18 19:13:00,1524.87,1522.11,1524.57
1519.99,2025-04-18 19:14:00,1521.6,1519.55,1521.6
1519.07,2025-04-18 19:15:00,1520.28,1518.23,1519.72
1516.2,2025-04-18 19:16:00,1520.29,1516.2,1519.1
1512.77,2025-04-18 19:17:00,1517.19,1512.77,1516.13
1517.14,2025-04-18 19:18:00,1517.14,1511.94,1512.4
1517.39,2025-04-18 19:19:00,1518.47,1516.68,1517.61
1516.48,2025-04-18 19:20:00,1517.61,1515.76,1517.61
1514.18,2025-04-18 19:21:00,1516.4,1514.18,1516.27
1517.98,2025-04-18 19:22:00,1518.48,1512.84,1513.68
1517.75,2025-04-18 19:23:00,1518.65,1516.43,1517.63
1517.32,2025-04-18 19:24:00,1518.4,1516.76,1518.4
1517.28,2025-04-18 19:25:00,1518.76,1516.57,1517.41
1520.53,2025-04-18 19:26:00,1520.53,1517.66,1517.71
1523.77,2025-04-18 19:27:00,1524.68,1520.8,1520.87
1521.8,2025-04-18 19:28:00,1524.06,1521.4,1523.91
1522.31,2025-04-18 19:29:00,1523.01,1520.42,1521.39
1520.55,2025-04-18 19:30:00,1521.67,1520.41,1521.67
